"Codigo de via";"Clase de la via";"Particula de la via";"Nombre de la via";"Tipo de tramo ";"Nombre de la aproximacion";"Numero inicial del tramo";"Calificador del numero inicial del tramo";"Numero final del tramo";"Calificador del numero final del tramo";"Codigo postal";"Seccion de carteria"
"00000793";"CALLE                   ";"DE    ";"HUESA                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"024"
"00000793";"CALLE                   ";"DE    ";"HUESA                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"024"
"00000794";"CALLE                   ";"DE    ";"CAMPILLO DE ARENAS                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"024"
"00000794";"CALLE                   ";"DE    ";"CAMPILLO DE ARENAS                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"024"
"00000795";"CALLE                   ";"DE    ";"IBROS                                           ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"024"
"00000795";"CALLE                   ";"DE    ";"IBROS                                           ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"024"
"00000796";"CALLE                   ";"DE    ";"GUARROMAN                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"024"
"00000796";"CALLE                   ";"DE    ";"GUARROMAN                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"024"
"00000797";"CALLE                   ";"DE    ";"SABIOTE                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28053";"024"
"00000797";"CALLE                   ";"DE    ";"SABIOTE                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28053";"024"
"00000798";"CALLE                   ";"DEL   ";"RIO SAN LORENZO                                 ";"impar";"NUM";"000001";"  ";"000029";"  ";"28018";"023"
"00000798";"CALLE                   ";"DEL   ";"RIO SAN LORENZO                                 ";"impar";"NUM";"000031";"  ";"009999";"  ";"28018";"022"
"00000798";"CALLE                   ";"DEL   ";"RIO SAN LORENZO                                 ";"par  ";"NUM";"000002";"  ";"000034";"  ";"28018";"023"
"00000798";"CALLE                   ";"DEL   ";"RIO SAN LORENZO                                 ";"par  ";"NUM";"000036";"  ";"009998";"  ";"28018";"022"
"00000799";"CALLE                   ";"DEL   ";"RIO BRAVO                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"023"
"00000799";"CALLE                   ";"DEL   ";"RIO BRAVO                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"023"
"00000800";"CALLE                   ";"DE    ";"ABANTOS                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28002";"037"
"00000800";"CALLE                   ";"DE    ";"ABANTOS                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28002";"037"
"00000801";"CALLE                   ";"DEL   ";"RIO DE LA PLATA                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"023"
"00000801";"CALLE                   ";"DEL   ";"RIO DE LA PLATA                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"023"
"00000802";"CALLE                   ";"DEL   ";"RIO SAN PEDRO                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"022"
"00000802";"CALLE                   ";"DEL   ";"RIO SAN PEDRO                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"022"
"00000803";"CALLE                   ";"DEL   ";"RIO ARAUCA                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"022"
"00000803";"CALLE                   ";"DEL   ";"RIO ARAUCA                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"022"
"00000804";"CALLE                   ";"DEL   ";"RIO NEGRO                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"022"
"00000804";"CALLE                   ";"DEL   ";"RIO NEGRO                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"022"
"00000805";"CALLE                   ";"DEL   ";"RIO MAGDALENA                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"022"
"00000805";"CALLE                   ";"DEL   ";"RIO MAGDALENA                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"022"
"00000806";"CALLE                   ";"DEL   ";"RIO GRANDE                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28038";"019"
"00000806";"CALLE                   ";"DEL   ";"RIO GRANDE                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28038";"019"
"00000807";"CALLE                   ";"DEL   ";"RIO SALADO                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"021"
"00000807";"CALLE                   ";"DEL   ";"RIO SALADO                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"021"
"00000808";"CALLE                   ";"DEL   ";"RIO IGUAZU                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"021"
"00000808";"CALLE                   ";"DEL   ";"RIO IGUAZU                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"021"
"00000809";"CALLE                   ";"DEL   ";"RIO PARANA                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"021"
"00000809";"CALLE                   ";"DEL   ";"RIO PARANA                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"021"
"00000810";"CALLE                   ";"DEL   ";"RIO ORINOCO                                     ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"021"
"00000810";"CALLE                   ";"DEL   ";"RIO ORINOCO                                     ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"021"
"00000811";"CALLE                   ";"DEL   ";"RIO URUGUAY                                     ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"021"
"00000811";"CALLE                   ";"DEL   ";"RIO URUGUAY                                     ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"021"
"00000812";"CALLE                   ";"DE    ";"MANUEL BADIA                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"021"
"00000812";"CALLE                   ";"DE    ";"MANUEL BADIA                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"021"
"00000813";"CALLE                   ";"DEL   ";"RIO CORRIENTES                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"021"
"00000813";"CALLE                   ";"DEL   ";"RIO CORRIENTES                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"021"
"00000814";"CALLE                   ";"DEL   ";"RIO CHICO                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000814";"CALLE                   ";"DEL   ";"RIO CHICO                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000815";"CALLE                   ";"DEL   ";"RIO JACUI                                       ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000815";"CALLE                   ";"DEL   ";"RIO JACUI                                       ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000816";"CALLE                   ";"DEL   ";"LAGO CALAFATE                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000816";"CALLE                   ";"DEL   ";"LAGO CALAFATE                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000817";"CALLE                   ";"DEL   ";"GOLFO DE GUAYAQUIL                              ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000817";"CALLE                   ";"DEL   ";"GOLFO DE GUAYAQUIL                              ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000818";"CALLE                   ";"DEL   ";"LAGO MARACAIBO                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000818";"CALLE                   ";"DEL   ";"LAGO MARACAIBO                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000819";"CALLE                   ";"DEL   ";"RIO ESMERALDA                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000819";"CALLE                   ";"DEL   ";"RIO ESMERALDA                                   ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000820";"CALLE                   ";"DEL   ";"GOLFO DE DARIEN                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000820";"CALLE                   ";"DEL   ";"GOLFO DE DARIEN                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000821";"CALLE                   ";"DEL   ";"LAGO MIRIM                                      ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000821";"CALLE                   ";"DEL   ";"LAGO MIRIM                                      ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000822";"CALLE                   ";"DEL   ";"LAGO NICARAGUA                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000822";"CALLE                   ";"DEL   ";"LAGO NICARAGUA                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000823";"CALLE                   ";"DEL   ";"LAGO SAN MARTIN                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000823";"CALLE                   ";"DEL   ";"LAGO SAN MARTIN                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000824";"CALLE                   ";"DEL   ";"RIO COLORADO                                    ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000824";"CALLE                   ";"DEL   ";"RIO COLORADO                                    ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000825";"PASAJE                  ";"DE LA ";"TIERRUCA                                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28018";"020"
"00000825";"PASAJE                  ";"DE LA ";"TIERRUCA                                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28018";"020"
"00000826";"CALLE                   ";"DE    ";"MARTINEZ MOLINA                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28027";"012"
"00000826";"CALLE                   ";"DE    ";"MARTINEZ MOLINA                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28027";"012"
"00000827";"CALLE                   ";"DE    ";"PATONES                                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28034";"020"
"00000827";"CALLE                   ";"DE    ";"PATONES                                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28034";"020"
"00000828";"PLAZA                   ";"DEL   ";"DOCTOR BARRAQUER                                ";"impar";"NUM";"000001";"  ";"009999";"  ";"28035";"014"
"00000828";"PLAZA                   ";"DEL   ";"DOCTOR BARRAQUER                                ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28035";"014"
"00000829";"CALLE                   ";"DE    ";"ANTONIORROBLES                                  ";"impar";"NUM";"000001";"  ";"009999";"  ";"28034";"019"
"00000829";"CALLE                   ";"DE    ";"ANTONIORROBLES                                  ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28034";"019"
"00000830";"PASAJE                  ";"DE    ";"SANTA FELICIDAD                                 ";"impar";"NUM";"000001";"  ";"009999";"  ";"28017";"024"
"00000830";"PASAJE                  ";"DE    ";"SANTA FELICIDAD                                 ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28017";"024"
"00000831";"AVENIDA                 ";"DEL   ";"PLANETARIO                                      ";"impar";"NUM";"000001";"  ";"000015";"  ";"28045";"021"
"00000831";"AVENIDA                 ";"DEL   ";"PLANETARIO                                      ";"impar";"NUM";"000017";"  ";"009999";"  ";"28045";"048"
"00000831";"AVENIDA                 ";"DEL   ";"PLANETARIO                                      ";"par  ";"NUM";"000002";"  ";"000018";"  ";"28045";"021"
"00000831";"AVENIDA                 ";"DEL   ";"PLANETARIO                                      ";"par  ";"NUM";"000020";"  ";"009998";"  ";"28045";"048"
"00000832";"CALLE                   ";"DE    ";"MIGUEL DE UNAMUNO                               ";"impar";"NUM";"000001";"  ";"000011";"  ";"28017";"033"
"00000832";"CALLE                   ";"DE    ";"MIGUEL DE UNAMUNO                               ";"impar";"NUM";"000013";"  ";"009999";"  ";"28017";"031"
"00000832";"CALLE                   ";"DE    ";"MIGUEL DE UNAMUNO                               ";"par  ";"NUM";"000002";"  ";"000008";"  ";"28017";"033"
"00000832";"CALLE                   ";"DE    ";"MIGUEL DE UNAMUNO                               ";"par  ";"NUM";"000010";"  ";"009998";"  ";"28017";"031"
"00000833";"GLORIETA                ";"DE    ";"FRANCISCO DE LAS CABEZAS                        ";"impar";"NUM";"000001";"  ";"009999";"  ";"28027";"039"
"00000833";"GLORIETA                ";"DE    ";"FRANCISCO DE LAS CABEZAS                        ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28027";"039"
"00000834";"GLORIETA                ";"DE    ";"RICARDO VELAZQUEZ BOSCO                         ";"impar";"NUM";"000001";"  ";"009999";"  ";"28027";"033"
"00000834";"GLORIETA                ";"DE    ";"RICARDO VELAZQUEZ BOSCO                         ";"par  ";"NUM";"000002";"  ";"009998";"  ";"28027";"033"
"00000835";"PUENTE                  ";"DE    ";"FELIPE JUVARA                                   ";"impar";"NUM";"000001";"  ";"009999";"  ";"28027";"033"
